Date (Belgium),Price,Open,High,Low,Change %
2020-12-14,-0.421,-0.423,-0.402,-0.434,-2.77%
2020-12-11,-0.433,-0.418,-0.408,-0.443,7.44%
2020-12-10,-0.403,-0.413,-0.371,-0.435,-0.49%
2020-12-09,-0.405,-0.400,-0.387,-0.410,-0.49%
2020-12-08,-0.407,-0.382,-0.369,-0.416,6.82%
2020-12-07,-0.381,-0.367,-0.366,-0.391,9.17%
2020-12-04,-0.349,-0.362,-0.339,-0.371,-1.69%
2020-12-03,-0.355,-0.334,-0.324,-0.363,7.90%
2020-12-02,-0.329,-0.329,-0.314,-0.340,0.92%
2020-12-01,-0.326,-0.380,-0.320,-0.386,-11.41%
2020-11-30,-0.368,-0.391,-0.366,-0.403,-5.88%
2020-11-27,-0.391,-0.391,-0.377,-0.402,-0.76%
2020-11-26,-0.394,-0.374,-0.367,-0.398,3.68%
2020-11-25,-0.380,-0.371,-0.357,-0.393,1.06%
2020-11-24,-0.376,-0.384,-0.372,-0.391,-2.84%
2020-11-23,-0.387,-0.398,-0.372,-0.402,-1.65%
2020-11-21,-0.394,-0.394,-0.394,-0.394,1.94%
2020-11-20,-0.386,-0.383,-0.373,-0.396,2.39%
2020-11-19,-0.377,-0.375,-0.367,-0.389,2.45%
2020-11-18,-0.368,-0.389,-0.360,-0.390,-1.87%
2020-11-17,-0.375,-0.357,-0.346,-0.382,5.93%
2020-11-16,-0.354,-0.363,-0.320,-0.375,0.85%
2020-11-13,-0.351,-0.343,-0.335,-0.367,5.09%
2020-11-12,-0.334,-0.323,-0.297,-0.336,9.51%
2020-11-11,-0.305,-0.278,-0.263,-0.320,7.02%
2020-11-10,-0.285,-0.303,-0.275,-0.310,-5.32%
2020-11-09,-0.301,-0.409,-0.292,-0.427,-22.62%
2020-11-06,-0.389,-0.410,-0.377,-0.420,-4.89%
2020-11-05,-0.409,-0.416,-0.392,-0.428,-0.24%
2020-11-04,-0.410,-0.418,-0.386,-0.423,7.61%
2020-11-03,-0.381,-0.388,-0.359,-0.396,-2.56%
2020-11-02,-0.391,-0.383,-0.364,-0.398,1.56%
2020-10-30,-0.385,-0.376,-0.365,-0.401,-3.75%
2020-10-29,-0.400,-0.367,-0.357,-0.405,7.82%
2020-10-28,-0.371,-0.377,-0.353,-0.391,0.54%
2020-10-27,-0.369,-0.343,-0.336,-0.373,7.89%
2020-10-26,-0.342,-0.359,-0.324,-0.366,1.48%
2020-10-23,-0.337,-0.334,-0.308,-0.340,4.33%
2020-10-22,-0.323,-0.355,-0.313,-0.356,-6.65%
2020-10-21,-0.346,-0.352,-0.330,-0.367,-4.42%
2020-10-20,-0.362,-0.377,-0.351,-0.380,-2.16%
2020-10-19,-0.370,-0.377,-0.353,-0.388,-3.65%
2020-10-16,-0.384,-0.372,-0.368,-0.395,3.78%
2020-10-15,-0.370,-0.361,-0.354,-0.390,6.32%
2020-10-14,-0.348,-0.345,-0.340,-0.364,2.35%
2020-10-13,-0.340,-0.326,-0.318,-0.348,3.03%
2020-10-12,-0.330,-0.325,-0.307,-0.346,7.14%
2020-10-09,-0.308,-0.316,-0.307,-0.336,0.00%
2020-10-08,-0.308,-0.284,-0.279,-0.310,10.39%
2020-10-07,-0.279,-0.311,-0.265,-0.313,-3.46%
2020-10-06,-0.289,-0.293,-0.280,-0.310,0.00%
2020-10-05,-0.289,-0.311,-0.283,-0.324,-7.52%
2020-10-03,-0.313,-0.313,-0.313,-0.313,0.81%
2020-10-02,-0.310,-0.304,-0.295,-0.323,2.65%
2020-10-01,-0.302,-0.275,-0.266,-0.306,4.14%
2020-09-30,-0.290,-0.317,-0.284,-0.324,-8.81%
2020-09-29,-0.318,-0.306,-0.297,-0.322,9.28%
2020-09-28,-0.291,-0.281,-0.269,-0.299,1.75%
2020-09-25,-0.286,-0.266,-0.265,-0.294,7.12%
2020-09-24,-0.267,-0.288,-0.263,-0.302,-3.61%
2020-09-23,-0.277,-0.280,-0.266,-0.302,1.84%
2020-09-22,-0.272,-0.287,-0.266,-0.299,-6.53%
2020-09-21,-0.291,-0.257,-0.246,-0.304,11.28%
2020-09-19,-0.262,-0.262,-0.262,-0.262,1.75%
2020-09-18,-0.257,-0.250,-0.248,-0.286,-2.65%
2020-09-17,-0.264,-0.258,-0.227,-0.284,3.12%
2020-09-16,-0.256,-0.239,-0.237,-0.269,6.22%
2020-09-15,-0.241,-0.231,-0.215,-0.250,4.78%
2020-09-14,-0.230,-0.238,-0.217,-0.252,6.48%
2020-09-11,-0.216,-0.200,-0.188,-0.223,30.91%
2020-09-10,-0.165,-0.196,-0.156,-0.218,-16.24%
2020-09-09,-0.197,-0.236,-0.190,-0.243,-13.22%
2020-09-08,-0.227,-0.199,-0.188,-0.241,15.23%
2020-09-07,-0.197,-0.179,-0.173,-0.217,-6.19%
2020-09-04,-0.210,-0.223,-0.201,-0.230,-4.11%
2020-09-03,-0.219,-0.207,-0.195,-0.236,1.39%
2020-09-02,-0.216,-0.172,-0.169,-0.223,42.11%
2020-09-01,-0.152,-0.142,-0.115,-0.159,10.14%
2020-08-31,-0.138,-0.151,-0.121,-0.157,-9.21%
2020-08-28,-0.152,-0.125,-0.115,-0.164,4.83%
2020-08-27,-0.145,-0.168,-0.130,-0.209,-2.68%
2020-08-26,-0.149,-0.142,-0.132,-0.166,-5.70%
2020-08-25,-0.158,-0.205,-0.142,-0.209,-26.51%
2020-08-24,-0.215,-0.223,-0.197,-0.233,-8.70%
2020-08-23,-0.235,-0.235,-0.235,-0.235,0.00%
2020-08-22,-0.235,-0.235,-0.235,-0.235,3.74%
2020-08-21,-0.227,-0.221,-0.210,-0.242,1.34%
2020-08-20,-0.224,-0.213,-0.194,-0.243,8.74%
2020-08-19,-0.206,-0.200,-0.190,-0.223,11.96%
2020-08-18,-0.184,-0.189,-0.160,-0.199,2.79%
2020-08-17,-0.179,-0.147,-0.144,-0.183,26.06%
2020-08-14,-0.142,-0.143,-0.129,-0.155,-7.79%
2020-08-13,-0.154,-0.205,-0.135,-0.218,-23.76%
2020-08-12,-0.202,-0.213,-0.179,-0.217,-9.42%
2020-08-11,-0.223,-0.261,-0.209,-0.269,-15.53%
2020-08-10,-0.264,-0.239,-0.209,-0.276,10.46%
2020-08-07,-0.239,-0.243,-0.232,-0.268,-4.78%
2020-08-06,-0.251,-0.224,-0.214,-0.268,12.56%
2020-08-05,-0.223,-0.255,-0.213,-0.265,-13.23%
2020-08-04,-0.257,-0.229,-0.218,-0.270,12.72%
2020-08-03,-0.228,-0.220,-0.200,-0.230,6.05%
2020-07-31,-0.215,-0.244,-0.195,-0.254,-9.66%
2020-07-30,-0.238,-0.214,-0.203,-0.248,17.82%
2020-07-29,-0.202,-0.222,-0.194,-0.227,-4.72%
2020-07-28,-0.212,-0.202,-0.190,-0.226,0.47%
2020-07-27,-0.211,-0.176,-0.156,-0.212,32.70%
2020-07-24,-0.159,-0.201,-0.143,-0.212,-17.62%
2020-07-23,-0.193,-0.191,-0.185,-0.207,-3.02%
2020-07-22,-0.199,-0.166,-0.163,-0.209,15.70%
2020-07-21,-0.172,-0.173,-0.157,-0.191,-1.71%
2020-07-20,-0.175,-0.138,-0.138,-0.194,9.03%
2020-07-19,-0.161,-0.161,-0.161,-0.161,2.88%
2020-07-17,-0.156,-0.165,-0.153,-0.184,-7.69%
2020-07-16,-0.169,-0.162,-0.139,-0.186,10.46%
2020-07-15,-0.153,-0.141,-0.135,-0.171,3.38%
2020-07-14,-0.148,-0.130,-0.119,-0.157,24.37%
2020-07-13,-0.119,-0.133,-0.105,-0.155,-26.77%
2020-07-11,-0.162,-0.162,-0.162,-0.162,2.20%
2020-07-10,-0.159,-0.165,-0.154,-0.173,1.92%
2020-07-09,-0.156,-0.143,-0.132,-0.167,8.33%
2020-07-08,-0.144,-0.143,-0.132,-0.161,8.27%
2020-07-07,-0.133,-0.147,-0.107,-0.155,0.00%
2020-07-06,-0.133,-0.117,-0.110,-0.141,10.83%
2020-07-03,-0.120,-0.117,-0.112,-0.146,2.56%
2020-07-02,-0.117,-0.078,-0.074,-0.131,77.27%
2020-07-01,-0.066,-0.108,-0.060,-0.145,-47.62%
2020-06-30,-0.126,-0.146,-0.124,-0.163,-11.27%
2020-06-29,-0.142,-0.134,-0.121,-0.150,-5.02%
2020-06-27,-0.149,-0.150,-0.149,-0.150,2.40%
2020-06-26,-0.146,-0.141,-0.131,-0.152,7.35%
2020-06-25,-0.136,-0.129,-0.119,-0.146,10.57%
2020-06-24,-0.123,-0.085,-0.070,-0.128,32.26%
2020-06-23,-0.093,-0.112,-0.087,-0.119,-23.14%
2020-06-22,-0.121,-0.086,-0.079,-0.136,28.72%
2020-06-20,-0.094,-0.094,-0.094,-0.094,3.30%
2020-06-19,-0.091,-0.071,-0.052,-0.096,22.97%
2020-06-18,-0.074,-0.047,-0.041,-0.085,42.31%
2020-06-17,-0.052,-0.044,-0.022,-0.072,-10.34%
2020-06-16,-0.058,-0.037,-0.030,-0.067,28.89%
2020-06-15,-0.045,-0.062,-0.036,-0.073,-18.18%
2020-06-13,-0.055,-0.055,-0.055,-0.055,10.00%
2020-06-12,-0.050,-0.012,-0.002,-0.051,316.67%
2020-06-11,-0.012,0.029,0.034,-0.034,-117.91%
2020-06-10,0.067,0.062,0.083,0.042,0.00%
2020-06-09,0.067,0.037,0.070,0.009,86.11%
2020-06-08,0.036,0.072,0.088,0.027,-57.14%
2020-06-05,0.084,0.075,0.101,0.052,37.70%
2020-06-04,0.061,0.072,0.086,0.012,-18.67%
2020-06-03,0.075,0.042,0.082,0.021,400.00%
2020-06-02,0.015,0.018,0.034,0.001,-64.29%
2020-06-01,0.042,0.004,0.049,-0.002,-520.00%
2020-05-29,-0.010,0.013,0.025,-0.033,-242.86%
2020-05-28,0.007,0.047,0.063,-0.009,-86.00%
2020-05-27,0.050,0.062,0.098,0.038,-31.51%
2020-05-26,0.073,0.056,0.101,0.052,143.33%
2020-05-25,0.030,0.029,0.056,0.022,-6.25%
2020-05-23,0.032,0.032,0.032,0.032,-11.11%
2020-05-22,0.036,0.010,0.055,-0.003,200.00%
2020-05-21,0.012,0.022,0.069,0.012,-69.23%
2020-05-20,0.039,0.068,0.089,0.027,-29.09%
2020-05-19,0.055,0.061,0.094,0.035,-23.61%
2020-05-18,0.072,0.040,0.104,0.025,12.50%
2020-05-15,0.064,0.040,0.071,0.025,39.13%
2020-05-14,0.046,0.019,0.081,0.012,39.39%
2020-05-13,0.033,0.056,0.061,0.011,-44.07%
2020-05-12,0.059,0.086,0.111,0.041,-19.18%
2020-05-11,0.073,0.057,0.086,0.047,69.77%
2020-05-08,0.043,0.029,0.064,0.012,-15.69%
2020-05-07,0.051,0.112,0.136,0.037,-40.70%
2020-05-06,0.086,0.031,0.101,0.022,330.00%
2020-05-05,0.020,0.043,0.067,0.008,-33.33%
2020-05-04,0.030,0.021,0.057,0.003,-217.65%
2020-05-01,-0.025,-0.026,-0.019,-0.026,21.43%
2020-04-30,-0.021,0.031,0.065,-0.030,-138.89%
2020-04-29,0.054,0.099,0.137,0.031,-41.94%
2020-04-28,0.093,0.107,0.165,0.079,-17.70%
2020-04-27,0.113,0.091,0.167,0.091,-3.42%
2020-04-24,0.117,0.207,0.220,0.113,-36.07%
2020-04-23,0.183,0.249,0.287,0.170,-22.46%
2020-04-22,0.236,0.221,0.274,0.185,32.58%
2020-04-21,0.178,0.153,0.208,0.120,-3.26%
2020-04-20,0.184,0.128,0.209,0.105,34.31%
2020-04-17,0.137,0.124,0.162,0.090,7.87%
2020-04-16,0.127,0.164,0.182,0.098,-20.13%
2020-04-15,0.159,0.170,0.205,0.108,-12.64%
2020-04-14,0.182,0.203,0.240,0.152,3.70%
2020-04-13,0.176,0.178,0.178,0.176,-1.40%
2020-04-10,0.178,0.178,0.190,0.176,-4.81%
2020-04-09,0.187,0.248,0.287,0.168,-32.00%
2020-04-08,0.275,0.249,0.302,0.213,7.42%
2020-04-07,0.256,0.174,0.278,0.163,68.42%
2020-04-06,0.152,0.165,0.208,0.135,-17.84%
2020-04-03,0.185,0.106,0.193,0.091,46.83%
2020-04-02,0.126,0.108,0.176,0.084,85.29%
2020-04-01,0.068,0.048,0.121,0.019,-25.27%
2020-03-31,0.091,0.021,0.102,0.010,810.00%
2020-03-30,0.010,-0.016,0.036,-0.051,-37.50%
2020-03-27,0.016,0.038,0.078,-0.056,-75.38%
2020-03-26,0.065,0.209,0.263,0.058,-75.66%
2020-03-25,0.267,0.237,0.310,0.207,6.80%
2020-03-24,0.250,0.218,0.286,0.166,50.60%
2020-03-23,0.166,0.164,0.225,0.125,-6.74%
2020-03-20,0.178,0.166,0.275,0.141,-40.86%
2020-03-19,0.301,0.086,0.373,0.078,-26.23%
2020-03-18,0.408,0.447,0.602,0.313,25.15%
2020-03-17,0.326,0.307,0.412,0.246,40.52%
2020-03-16,0.232,0.188,0.275,0.098,160.67%
2020-03-13,0.089,-0.009,0.107,-0.049,-201.14%
2020-03-12,-0.088,-0.266,0.075,-0.300,-67.16%
2020-03-11,-0.268,-0.200,-0.174,-0.283,12.61%
2020-03-10,-0.238,-0.267,-0.177,-0.273,-26.54%
2020-03-09,-0.324,-0.247,-0.233,-0.375,11.92%
2020-03-07,-0.289,-0.289,-0.289,-0.289,-1.19%
2020-03-06,-0.293,-0.292,-0.232,-0.314,3.17%
2020-03-05,-0.284,-0.241,-0.211,-0.292,13.15%
2020-03-04,-0.251,-0.254,-0.218,-0.275,-3.09%
2020-03-03,-0.259,-0.222,-0.175,-0.264,13.10%
2020-03-02,-0.229,-0.213,-0.191,-0.262,6.02%
2020-02-28,-0.216,-0.211,-0.169,-0.250,9.09%
2020-02-27,-0.198,-0.176,-0.150,-0.205,20.73%
2020-02-26,-0.164,-0.168,-0.133,-0.192,-8.38%
2020-02-25,-0.179,-0.154,-0.145,-0.188,14.01%
2020-02-24,-0.157,-0.162,-0.151,-0.191,17.60%
2020-02-22,-0.133,-0.133,-0.133,-0.133,5.95%
2020-02-21,-0.126,-0.153,-0.118,-0.174,-13.10%
2020-02-20,-0.145,-0.113,-0.089,-0.154,27.19%
2020-02-19,-0.114,-0.092,-0.085,-0.124,10.68%
2020-02-18,-0.103,-0.123,-0.081,-0.129,11.96%
2020-02-17,-0.092,-0.082,-0.076,-0.109,3.37%
2020-02-14,-0.089,-0.076,-0.075,-0.108,4.71%
2020-02-13,-0.085,-0.101,-0.067,-0.114,19.72%
2020-02-12,-0.071,-0.048,-0.040,-0.086,-1.39%
2020-02-11,-0.072,-0.075,-0.063,-0.098,-27.27%
2020-02-10,-0.099,-0.064,-0.059,-0.104,57.14%
2020-02-07,-0.063,-0.068,-0.035,-0.086,40.00%
2020-02-06,-0.045,-0.037,-0.014,-0.048,15.38%
2020-02-05,-0.039,-0.087,-0.026,-0.088,-75.62%
2020-02-04,-0.160,-0.176,-0.160,-0.180,-17.53%
2020-02-03,-0.194,-0.183,-0.179,-0.196,-1.02%
2020-01-31,-0.196,-0.165,-0.154,-0.200,20.99%
2020-01-30,-0.162,-0.165,-0.151,-0.171,17.39%
2020-01-29,-0.138,-0.120,-0.116,-0.149,27.78%
2020-01-28,-0.108,-0.143,-0.102,-0.160,-25.00%
2020-01-27,-0.144,-0.108,-0.098,-0.149,51.58%
2020-01-24,-0.095,-0.056,-0.047,-0.099,25.00%
2020-01-23,-0.076,-0.033,-0.029,-0.079,245.45%
2020-01-22,-0.022,0.004,0.009,-0.036,214.29%
2020-01-21,-0.007,0.022,0.032,-0.017,-135.00%
2020-01-20,0.020,0.025,0.036,0.016,-16.67%
2020-01-17,0.024,0.022,0.036,0.010,14.29%
2020-01-16,0.021,0.025,0.034,0.006,-16.00%
2020-01-15,0.025,0.032,0.036,0.007,-57.63%
2020-01-14,0.059,0.066,0.067,0.041,-9.23%
2020-01-13,0.065,0.039,0.074,0.031,170.83%
2020-01-10,0.024,0.031,0.056,0.022,-46.67%
2020-01-09,0.045,0.042,0.050,0.022,66.67%
2020-01-08,0.027,-0.008,0.029,-0.014,800.00%
2020-01-07,0.003,0.003,0.016,-0.011,-25.00%
2020-01-06,0.004,-0.015,0.006,-0.025,-180.00%
2020-01-03,-0.005,0.016,0.021,-0.020,-109.43%
2020-01-02,0.053,0.102,0.119,0.037,-40.11%
2020-01-01,0.089,0.089,0.089,0.089,-8.76%
2019-12-31,0.097,0.097,0.097,0.097,0.00%
2019-12-30,0.097,0.044,0.104,0.043,273.08%
2019-12-27,0.026,0.022,0.038,0.013,-21.21%
2019-12-26,0.033,-0.108,-0.108,-0.108,10.00%
2019-12-25,0.030,0.029,0.032,0.029,-11.76%
2019-12-24,0.034,0.034,0.034,0.034,-5.56%
2019-12-23,0.036,0.011,0.049,-0.002,33.33%
2019-12-20,0.027,0.040,0.054,0.018,-30.77%
2019-12-19,0.039,0.036,0.064,0.032,50.00%
2019-12-18,0.026,-0.024,0.040,-0.035,-223.81%
2019-12-17,-0.021,-0.022,-0.003,-0.027,"2,000.00%"
2019-12-16,-0.001,-0.003,0.008,-0.032,-95.65%
2019-12-13,-0.023,0.055,0.055,-0.025,-221.05%
2019-12-12,0.019,-0.030,0.030,-0.051,-165.52%
2019-12-11,-0.029,-0.002,-0.002,-0.033,625.00%
2019-12-10,-0.004,0.000,0.012,-0.011,-60.00%
2019-12-09,-0.010,0.010,0.010,-0.024,-433.33%
2019-12-07,0.003,0.003,0.003,0.003,0.00%
2019-12-06,0.003,0.001,0.024,-0.009,-400.00%
2019-12-05,-0.001,-0.027,0.016,-0.030,-96.55%
2019-12-04,-0.029,-0.069,-0.023,-0.073,-51.67%
2019-12-03,-0.060,0.010,0.024,-0.064,"-1,300.00%"
2019-12-02,0.005,-0.015,0.024,-0.016,-107.94%
2019-11-29,-0.063,-0.063,-0.046,-0.078,-5.97%
2019-11-28,-0.067,-0.075,-0.056,-0.086,1.52%
2019-11-27,-0.066,-0.077,-0.063,-0.087,-12.00%
2019-11-26,-0.075,-0.045,-0.045,-0.079,44.23%
2019-11-25,-0.052,-0.053,-0.038,-0.065,-16.13%
2019-11-22,-0.062,-0.023,-0.013,-0.069,67.57%
2019-11-21,-0.037,-0.061,-0.025,-0.074,-38.33%
2019-11-20,-0.060,-0.084,-0.054,-0.092,36.36%
2019-11-19,-0.044,-0.050,-0.036,-0.056,-10.20%
2019-11-18,-0.049,-0.028,-0.021,-0.064,27.27%
2019-11-16,-0.038,-0.040,-0.038,-0.040,10.00%
2019-11-15,-0.035,-0.025,-0.020,-0.045,6.06%
2019-11-14,-0.033,-0.012,-0.009,-0.040,"-3,400.00%"
2019-11-13,0.001,0.023,0.029,-0.012,-97.37%
2019-11-12,0.038,0.043,0.061,0.031,-17.39%
2019-11-11,0.046,0.015,0.047,0.014,206.67%
2019-11-09,0.015,0.015,0.015,0.015,-21.05%
2019-11-08,0.019,0.030,0.080,0.013,-57.78%
2019-11-07,0.045,-0.033,0.054,-0.040,-218.42%
2019-11-06,-0.038,-0.020,-0.003,-0.045,90.00%
2019-11-05,-0.020,-0.024,-0.009,-0.038,-60.00%
2019-11-04,-0.050,-0.044,-0.031,-0.065,-25.37%
2019-11-01,-0.067,-0.101,-0.058,-0.112,-30.93%
2019-10-31,-0.097,-0.096,-0.083,-0.121,67.24%
2019-10-30,-0.058,-0.047,-0.033,-0.075,0.00%
2019-10-29,-0.058,-0.034,-0.030,-0.065,65.71%
2019-10-28,-0.035,-0.067,-0.022,-0.072,-57.32%
2019-10-25,-0.082,-0.098,-0.078,-0.121,-32.23%
2019-10-24,-0.121,-0.108,-0.072,-0.133,18.63%
2019-10-23,-0.102,-0.105,-0.089,-0.116,59.37%
2019-10-22,-0.064,-0.050,-0.049,-0.082,45.45%
2019-10-21,-0.044,-0.074,-0.036,-0.078,-46.99%
2019-10-18,-0.083,-0.099,-0.072,-0.109,-27.19%
2019-10-17,-0.114,-0.112,-0.058,-0.121,9.62%
2019-10-16,-0.104,-0.124,-0.101,-0.156,-21.80%
2019-10-15,-0.133,-0.154,-0.111,-0.181,-18.90%
2019-10-14,-0.164,-0.170,-0.158,-0.186,13.10%
2019-10-11,-0.145,-0.165,-0.133,-0.190,-9.38%
2019-10-10,-0.160,-0.218,-0.148,-0.237,-30.74%
2019-10-09,-0.231,-0.259,-0.227,-0.265,-13.81%
2019-10-08,-0.268,-0.228,-0.221,-0.272,10.74%
2019-10-07,-0.242,-0.250,-0.231,-0.266,-2.02%
2019-10-05,-0.247,-0.247,-0.247,-0.247,1.23%
2019-10-04,-0.244,-0.260,-0.242,-0.268,-3.56%
2019-10-03,-0.253,-0.238,-0.230,-0.271,17.13%
2019-10-02,-0.216,-0.223,-0.194,-0.229,-10.74%
2019-10-01,-0.242,-0.229,-0.189,-0.250,-4.35%
2019-09-30,-0.253,-0.236,-0.230,-0.273,-2.69%
2019-09-28,-0.260,-0.267,-0.260,-0.267,-1.52%
2019-09-27,-0.264,-0.263,-0.243,-0.282,0.76%
2019-09-26,-0.262,-0.245,-0.229,-0.277,8.71%
2019-09-25,-0.241,-0.266,-0.233,-0.288,-9.40%
2019-09-24,-0.266,-0.242,-0.230,-0.272,5.56%
2019-09-23,-0.252,-0.182,-0.166,-0.264,45.66%
2019-09-21,-0.173,-0.173,-0.173,-0.173,-1.70%
2019-09-20,-0.176,-0.169,-0.162,-0.190,6.02%
2019-09-19,-0.166,-0.163,-0.134,-0.175,-8.29%
2019-09-18,-0.181,-0.137,-0.133,-0.183,39.23%
2019-09-17,-0.130,-0.155,-0.120,-0.156,-15.03%
2019-09-16,-0.153,-0.137,-0.115,-0.167,22.40%
2019-09-13,-0.125,-0.163,-0.110,-0.181,-33.86%
2019-09-12,-0.189,-0.215,-0.186,-0.331,-8.25%
2019-09-11,-0.206,-0.181,-0.165,-0.223,7.29%
2019-09-10,-0.192,-0.215,-0.181,-0.229,-15.42%
2019-09-09,-0.227,-0.279,-0.209,-0.284,-22.26%
2019-09-06,-0.292,-0.248,-0.233,-0.295,24.26%
2019-09-05,-0.235,-0.322,-0.217,-0.330,-28.79%
2019-09-04,-0.330,-0.327,-0.282,-0.337,-5.44%
2019-09-03,-0.349,-0.351,-0.328,-0.378,5.44%
2019-09-02,-0.331,-0.341,-0.317,-0.348,-5.43%
2019-08-31,-0.350,-0.350,-0.350,-0.350,0.00%
2019-08-30,-0.350,-0.340,-0.322,-0.363,0.86%
2019-08-29,-0.347,-0.369,-0.323,-0.373,-6.47%
2019-08-28,-0.371,-0.347,-0.347,-0.392,4.21%
2019-08-27,-0.356,-0.337,-0.317,-0.359,12.30%
2019-08-26,-0.317,-0.315,-0.301,-0.330,0.63%
2019-08-23,-0.315,-0.276,-0.251,-0.322,6.78%
2019-08-22,-0.295,-0.349,-0.268,-0.353,-13.24%
2019-08-21,-0.340,-0.334,-0.307,-0.351,-2.58%
2019-08-20,-0.349,-0.312,-0.312,-0.369,11.50%
2019-08-19,-0.313,-0.363,-0.285,-0.363,-12.08%
2019-08-16,-0.356,-0.375,-0.318,-0.396,-6.32%
2019-08-15,-0.380,-0.320,-0.299,-0.386,19.12%
2019-08-14,-0.319,-0.277,-0.273,-0.326,23.64%
2019-08-13,-0.258,-0.257,-0.241,-0.272,11.69%
2019-08-12,-0.231,-0.228,-0.218,-0.241,6.94%
2019-08-09,-0.216,-0.245,-0.213,-0.253,-6.09%
2019-08-08,-0.230,-0.230,-0.205,-0.264,-12.55%
2019-08-07,-0.263,-0.224,-0.214,-0.307,34.18%
2019-08-06,-0.196,-0.182,-0.166,-0.205,17.37%
2019-08-05,-0.167,-0.208,-0.162,-0.208,0.60%
2019-08-02,-0.166,-0.154,-0.141,-0.176,37.19%
2019-08-01,-0.121,-0.101,-0.084,-0.143,-0.82%
2019-07-31,-0.122,-0.085,-0.078,-0.125,56.41%
2019-07-30,-0.078,-0.083,-0.065,-0.089,2.63%
2019-07-29,-0.076,-0.065,-0.065,-0.087,35.71%
2019-07-27,-0.056,-0.056,-0.056,-0.056,5.66%
2019-07-26,-0.053,-0.058,-0.034,-0.066,15.22%
2019-07-25,-0.046,-0.053,-0.002,-0.116,-8.00%
2019-07-24,-0.050,-0.016,-0.011,-0.063,127.27%
2019-07-23,-0.022,-0.009,-0.002,-0.031,0.00%
2019-07-22,-0.022,0.001,0.002,-0.023,214.29%
2019-07-20,-0.007,-0.007,-0.007,-0.007,-30.00%
2019-07-19,-0.010,-0.001,0.012,-0.012,-225.00%
2019-07-18,0.008,0.013,0.020,-0.015,-70.37%
2019-07-17,0.027,0.049,0.056,0.020,-63.01%
2019-07-16,0.073,0.085,0.089,0.049,-17.05%
2019-07-15,0.088,0.124,0.134,0.082,-38.89%
2019-07-12,0.144,0.101,0.154,0.098,50.00%
2019-07-11,0.096,0.047,0.107,0.038,52.38%
2019-07-10,0.063,0.063,0.098,0.041,215.00%
2019-07-09,0.020,0.002,0.023,-0.002,"-1,100.00%"
2019-07-08,-0.002,-0.044,0.002,-0.047,-85.71%
2019-07-05,-0.014,-0.055,0.009,-0.065,-77.05%
2019-07-04,-0.061,-0.040,-0.028,-0.071,64.86%
2019-07-03,-0.037,-0.020,-0.011,-0.042,-364.29%
2019-07-02,0.014,0.020,0.036,0.009,-46.15%
2019-07-01,0.026,0.078,0.080,0.019,-60.00%
2019-06-28,0.065,0.075,0.085,0.060,-9.72%
2019-06-27,0.072,0.098,0.123,0.069,-18.18%
2019-06-26,0.088,0.071,0.092,0.064,37.50%
2019-06-25,0.064,0.092,0.096,0.058,-34.02%
2019-06-24,0.097,0.103,0.110,0.085,-18.49%
2019-06-21,0.119,0.092,0.132,0.085,48.75%
2019-06-20,0.080,0.091,0.106,0.076,-36.51%
2019-06-19,0.126,0.097,0.138,0.093,43.18%
2019-06-18,0.088,0.163,0.171,0.071,-50.28%
2019-06-17,0.177,0.162,0.182,0.152,9.94%
2019-06-14,0.161,0.166,0.174,0.149,-12.02%
2019-06-13,0.183,0.174,0.191,0.161,1.10%
2019-06-12,0.181,0.184,0.193,0.168,-2.16%
2019-06-11,0.185,0.191,0.195,0.173,-10.63%
2019-06-10,0.207,0.178,0.219,0.175,29.38%
2019-06-07,0.160,0.195,0.198,0.143,-13.51%
2019-06-06,0.185,0.213,0.241,0.185,-17.41%
2019-06-05,0.224,0.221,0.245,0.218,-7.44%
2019-06-04,0.242,0.259,0.265,0.226,-9.36%
2019-06-03,0.267,0.283,0.288,0.242,-8.56%
2019-05-31,0.292,0.304,0.315,0.286,-9.03%
2019-05-30,0.321,0.334,0.344,0.313,2.23%
2019-05-29,0.314,0.333,0.342,0.308,-9.25%
2019-05-28,0.346,0.367,0.368,0.344,-4.42%
2019-05-27,0.362,0.370,0.377,0.356,-3.72%
2019-05-25,0.376,0.378,0.378,0.376,-0.27%
2019-05-24,0.377,0.378,0.385,0.365,-0.53%
2019-05-23,0.379,0.393,0.402,0.374,-5.72%
2019-05-22,0.402,0.414,0.426,0.398,-5.63%
2019-05-21,0.426,0.424,0.433,0.405,4.16%
2019-05-20,0.409,0.391,0.416,0.387,5.68%
2019-05-19,0.387,0.387,0.387,0.387,0.26%
2019-05-17,0.386,0.384,0.394,0.359,-2.03%
2019-05-16,0.394,0.397,0.407,0.378,-3.67%
2019-05-15,0.409,0.422,0.431,0.384,-5.98%
2019-05-14,0.435,0.447,0.454,0.421,0.69%
2019-05-13,0.432,0.440,0.453,0.428,-0.69%
2019-05-11,0.435,0.435,0.435,0.435,-1.36%
2019-05-10,0.441,0.440,0.456,0.430,0.92%
2019-05-09,0.437,0.418,0.447,0.408,5.30%
2019-05-08,0.415,0.419,0.437,0.407,-0.72%
2019-05-07,0.418,0.455,0.458,0.414,-6.28%
2019-05-06,0.446,0.435,0.465,0.433,-2.19%
2019-05-03,0.456,0.467,0.485,0.444,-1.51%
2019-05-02,0.463,0.470,0.480,0.444,1.54%
