Date (Spain),Price,Open,High,Low,Change %
2020-11-24,0.074,0.071,0.076,0.061,-1.33%
2020-11-23,0.075,0.063,0.079,0.058,19.05%
2020-11-21,0.063,0.063,0.063,0.063,-8.70%
2020-11-20,0.069,0.072,0.079,0.066,-6.76%
2020-11-19,0.074,0.082,0.089,0.069,-9.76%
2020-11-18,0.082,0.066,0.092,0.064,3.80%
2020-11-17,0.079,0.103,0.106,0.075,-21.00%
2020-11-16,0.100,0.100,0.131,0.086,-13.79%
2020-11-13,0.116,0.130,0.130,0.099,-12.78%
2020-11-12,0.133,0.147,0.163,0.133,-18.40%
2020-11-11,0.163,0.197,0.203,0.146,-12.83%
2020-11-10,0.187,0.185,0.205,0.172,-3.11%
2020-11-09,0.193,0.082,0.202,0.068,93.00%
2020-11-06,0.100,0.089,0.105,0.081,8.70%
2020-11-05,0.092,0.083,0.102,0.071,0.00%
2020-11-04,0.092,0.091,0.105,0.080,-17.86%
2020-11-03,0.112,0.131,0.139,0.106,-11.11%
2020-11-02,0.126,0.146,0.161,0.123,-8.03%
2020-10-30,0.137,0.150,0.161,0.125,0.74%
2020-10-29,0.136,0.186,0.204,0.128,-24.86%
2020-10-28,0.181,0.170,0.193,0.161,12.42%
2020-10-27,0.161,0.187,0.193,0.158,-13.90%
2020-10-26,0.187,0.145,0.197,0.140,-6.50%
2020-10-23,0.200,0.215,0.223,0.197,-11.89%
2020-10-22,0.227,0.195,0.232,0.192,10.19%
2020-10-21,0.206,0.182,0.207,0.180,11.96%
2020-10-20,0.184,0.160,0.198,0.160,12.88%
2020-10-19,0.163,0.140,0.174,0.128,29.37%
2020-10-16,0.126,0.147,0.150,0.115,-16.56%
2020-10-15,0.151,0.134,0.175,0.127,9.42%
2020-10-14,0.138,0.141,0.144,0.127,-6.12%
2020-10-13,0.147,0.146,0.166,0.143,0.68%
2020-10-12,0.146,0.170,0.176,0.142,-16.09%
2020-10-09,0.174,0.194,0.195,0.140,-13.86%
2020-10-08,0.202,0.245,0.245,0.200,-17.55%
2020-10-07,0.245,0.224,0.254,0.223,1.24%
2020-10-06,0.242,0.258,0.275,0.222,-6.56%
2020-10-05,0.259,0.221,0.267,0.211,18.26%
2020-10-03,0.219,0.219,0.219,0.219,-1.35%
2020-10-02,0.222,0.227,0.236,0.213,-5.53%
2020-10-01,0.235,0.259,0.265,0.235,-6.00%
2020-09-30,0.250,0.227,0.254,0.222,13.12%
2020-09-29,0.221,0.241,0.245,0.218,-11.60%
2020-09-28,0.250,0.254,0.262,0.238,0.00%
2020-09-25,0.250,0.249,0.258,0.237,0.00%
2020-09-24,0.250,0.225,0.251,0.209,8.70%
2020-09-23,0.230,0.228,0.241,0.200,-2.54%
2020-09-22,0.236,0.254,0.257,0.228,-7.45%
2020-09-21,0.255,0.291,0.302,0.245,-9.57%
2020-09-19,0.282,0.282,0.282,0.282,-0.35%
2020-09-18,0.283,0.278,0.287,0.257,5.99%
2020-09-17,0.267,0.266,0.296,0.257,1.91%
2020-09-16,0.262,0.273,0.273,0.246,-4.03%
2020-09-15,0.273,0.276,0.304,0.267,-3.19%
2020-09-14,0.282,0.296,0.299,0.264,-8.74%
2020-09-11,0.309,0.316,0.336,0.307,-11.97%
2020-09-10,0.351,0.339,0.359,0.309,2.93%
2020-09-09,0.341,0.312,0.343,0.297,2.71%
2020-09-08,0.332,0.355,0.362,0.324,-6.74%
2020-09-07,0.356,0.375,0.379,0.345,1.71%
2020-09-04,0.350,0.321,0.354,0.320,7.69%
2020-09-03,0.325,0.342,0.349,0.299,-2.11%
2020-09-02,0.332,0.384,0.384,0.330,-17.00%
2020-09-01,0.400,0.407,0.428,0.390,-2.68%
2020-08-31,0.411,0.380,0.414,0.379,6.48%
2020-08-28,0.386,0.401,0.408,0.371,-1.03%
2020-08-27,0.390,0.364,0.400,0.332,2.36%
2020-08-26,0.381,0.401,0.402,0.370,-1.80%
2020-08-25,0.388,0.343,0.399,0.342,19.02%
2020-08-24,0.326,0.306,0.328,0.298,10.51%
2020-08-23,0.295,0.295,0.295,0.295,0.00%
2020-08-22,0.295,0.295,0.295,0.295,-1.34%
2020-08-21,0.299,0.298,0.306,0.284,2.05%
2020-08-20,0.293,0.289,0.314,0.278,-0.68%
2020-08-19,0.295,0.307,0.322,0.287,-6.05%
2020-08-18,0.314,0.322,0.333,0.309,-4.27%
2020-08-17,0.328,0.356,0.361,0.325,-9.39%
2020-08-14,0.362,0.375,0.398,0.359,-2.16%
2020-08-13,0.370,0.301,0.383,0.293,17.83%
2020-08-12,0.314,0.292,0.328,0.290,9.79%
2020-08-11,0.286,0.258,0.294,0.244,7.52%
2020-08-10,0.266,0.280,0.294,0.255,-8.28%
2020-08-07,0.290,0.285,0.291,0.260,2.84%
2020-08-06,0.282,0.312,0.318,0.263,-15.06%
2020-08-05,0.332,0.286,0.332,0.282,13.70%
2020-08-04,0.292,0.335,0.338,0.282,-17.75%
2020-08-03,0.355,0.336,0.366,0.335,3.50%
2020-07-31,0.343,0.315,0.344,0.303,7.52%
2020-07-30,0.319,0.346,0.349,0.312,-9.89%
2020-07-29,0.354,0.356,0.363,0.343,-2.48%
2020-07-28,0.363,0.352,0.364,0.341,2.83%
2020-07-27,0.353,0.346,0.383,0.343,-5.36%
2020-07-24,0.373,0.322,0.375,0.315,12.69%
2020-07-23,0.331,0.343,0.343,0.315,-2.93%
2020-07-22,0.341,0.365,0.375,0.326,-6.83%
2020-07-21,0.366,0.343,0.370,0.325,-3.68%
2020-07-20,0.380,0.407,0.411,0.357,-11.21%
2020-07-17,0.428,0.409,0.430,0.398,4.14%
2020-07-16,0.411,0.424,0.441,0.396,-3.52%
2020-07-15,0.426,0.417,0.430,0.397,3.15%
2020-07-14,0.413,0.435,0.440,0.406,-7.61%
2020-07-13,0.447,0.439,0.454,0.426,3.95%
2020-07-10,0.430,0.398,0.431,0.397,4.37%
2020-07-09,0.412,0.411,0.418,0.395,-0.96%
2020-07-08,0.416,0.412,0.421,0.398,-1.42%
2020-07-07,0.422,0.414,0.448,0.410,-1.63%
2020-07-06,0.429,0.451,0.455,0.427,-5.51%
2020-07-03,0.454,0.459,0.459,0.432,-1.09%
2020-07-02,0.459,0.503,0.503,0.445,-10.35%
2020-07-01,0.512,0.495,0.518,0.491,8.47%
2020-06-30,0.472,0.473,0.484,0.448,-2.48%
2020-06-29,0.484,0.480,0.485,0.460,6.49%
2020-06-27,0.454,0.454,0.454,0.454,-3.50%
2020-06-26,0.471,0.461,0.472,0.435,1.29%
2020-06-25,0.465,0.465,0.490,0.454,-1.90%
2020-06-24,0.474,0.498,0.511,0.465,-3.66%
2020-06-23,0.492,0.474,0.496,0.454,5.13%
2020-06-22,0.468,0.500,0.501,0.454,-4.10%
2020-06-20,0.488,0.488,0.488,0.488,-3.17%
2020-06-19,0.504,0.526,0.535,0.492,-4.36%
2020-06-18,0.527,0.569,0.577,0.509,-6.73%
2020-06-17,0.565,0.549,0.583,0.539,4.63%
2020-06-16,0.540,0.558,0.562,0.520,-4.76%
2020-06-15,0.567,0.580,0.583,0.543,-6.44%
2020-06-12,0.606,0.631,0.654,0.584,-5.02%
2020-06-11,0.638,0.657,0.671,0.607,-7.54%
2020-06-10,0.690,0.643,0.710,0.640,6.81%
2020-06-09,0.646,0.561,0.646,0.561,15.36%
2020-06-08,0.560,0.556,0.579,0.517,-1.23%
2020-06-05,0.567,0.579,0.581,0.544,-1.39%
2020-06-04,0.575,0.622,0.657,0.526,-7.11%
2020-06-03,0.619,0.588,0.625,0.570,9.75%
2020-06-02,0.564,0.563,0.573,0.538,-3.92%
2020-06-01,0.587,0.582,0.597,0.553,3.16%
2020-05-29,0.569,0.578,0.591,0.541,-3.07%
2020-05-28,0.587,0.648,0.656,0.584,-9.97%
2020-05-27,0.652,0.688,0.688,0.633,-6.46%
2020-05-26,0.697,0.707,0.709,0.675,-0.71%
2020-05-25,0.702,0.695,0.712,0.682,0.93%
2020-05-23,0.696,0.696,0.696,0.696,-0.78%
2020-05-22,0.701,0.709,0.723,0.686,-1.27%
2020-05-21,0.710,0.710,0.761,0.709,-1.39%
2020-05-20,0.720,0.725,0.759,0.713,0.28%
2020-05-19,0.718,0.754,0.754,0.692,-11.36%
2020-05-18,0.810,0.852,0.855,0.789,-3.80%
2020-05-15,0.842,0.824,0.843,0.792,2.06%
2020-05-14,0.825,0.796,0.853,0.781,1.23%
2020-05-13,0.815,0.860,0.874,0.807,-6.11%
2020-05-12,0.868,0.907,0.913,0.852,-2.25%
2020-05-11,0.888,0.882,0.892,0.865,2.19%
2020-05-08,0.869,0.868,0.877,0.836,-2.91%
2020-05-07,0.895,0.939,0.990,0.886,-2.82%
2020-05-06,0.921,0.866,0.927,0.855,6.72%
2020-05-05,0.863,0.836,0.903,0.818,3.23%
2020-05-04,0.836,0.843,0.868,0.832,15.47%
2020-05-01,0.724,0.724,0.724,0.722,-1.23%
2020-04-30,0.733,0.784,0.801,0.718,-9.17%
2020-04-29,0.807,0.865,0.879,0.779,-5.06%
2020-04-28,0.850,0.885,0.896,0.843,-5.56%
2020-04-27,0.900,0.875,0.931,0.863,-5.96%
2020-04-24,0.957,1.069,1.089,0.953,-8.94%
2020-04-23,1.051,1.110,1.110,1.041,-7.73%
2020-04-22,1.139,1.033,1.191,1.033,13.11%
2020-04-21,1.007,0.885,1.012,0.871,11.76%
2020-04-20,0.901,0.834,0.908,0.831,10.28%
2020-04-17,0.817,0.825,0.844,0.786,-2.04%
2020-04-16,0.834,0.888,0.889,0.807,-3.92%
2020-04-15,0.868,0.838,0.870,0.828,2.84%
2020-04-14,0.844,0.812,0.847,0.808,8.62%
2020-04-13,0.777,0.775,0.777,0.775,-0.32%
2020-04-10,0.780,0.775,0.781,0.775,-0.95%
2020-04-09,0.787,0.851,0.857,0.783,-6.64%
2020-04-08,0.843,0.822,0.853,0.804,3.31%
2020-04-07,0.816,0.747,0.816,0.742,13.18%
2020-04-06,0.721,0.757,0.760,0.716,-3.61%
2020-04-03,0.748,0.704,0.754,0.693,5.20%
2020-04-02,0.711,0.732,0.747,0.705,2.16%
2020-04-01,0.696,0.662,0.718,0.647,2.05%
2020-03-31,0.682,0.601,0.687,0.589,14.43%
2020-03-30,0.596,0.527,0.603,0.520,10.78%
2020-03-27,0.538,0.520,0.553,0.479,-5.11%
2020-03-26,0.567,0.828,0.831,0.567,-35.64%
2020-03-25,0.881,0.865,0.897,0.837,-1.56%
2020-03-24,0.895,0.784,0.896,0.769,16.23%
2020-03-23,0.770,0.735,0.787,0.719,0.00%
2020-03-20,0.770,0.777,0.812,0.732,-15.10%
2020-03-19,0.907,0.833,0.933,0.732,-26.44%
2020-03-18,1.233,1.140,1.389,1.140,17.32%
2020-03-17,1.051,0.901,1.057,0.897,24.97%
2020-03-16,0.841,0.708,0.853,0.708,32.86%
2020-03-13,0.633,0.554,0.633,0.543,32.70%
2020-03-12,0.477,0.254,0.546,0.246,79.32%
2020-03-11,0.266,0.349,0.357,0.245,-24.86%
2020-03-10,0.354,0.314,0.354,0.277,28.73%
2020-03-09,0.275,0.273,0.290,0.213,24.72%
2020-03-07,0.221,0.221,0.221,0.221,1.15%
2020-03-06,0.218,0.218,0.271,0.202,0.00%
2020-03-05,0.218,0.183,0.238,0.181,22.47%
2020-03-04,0.178,0.192,0.192,0.141,-4.30%
2020-03-03,0.186,0.275,0.276,0.182,-36.08%
2020-03-02,0.291,0.284,0.300,0.238,-2.68%
2020-02-28,0.299,0.332,0.352,0.272,-2.61%
2020-02-27,0.307,0.236,0.319,0.234,23.29%
2020-02-26,0.249,0.227,0.272,0.226,14.75%
2020-02-25,0.217,0.221,0.230,0.206,1.40%
2020-02-24,0.214,0.207,0.214,0.192,-4.25%
2020-02-22,0.223,0.223,0.223,0.223,-1.97%
2020-02-21,0.228,0.212,0.230,0.205,-1.72%
2020-02-20,0.232,0.272,0.273,0.225,-15.02%
2020-02-19,0.273,0.299,0.299,0.270,-5.54%
2020-02-18,0.289,0.262,0.299,0.260,-1.03%
2020-02-17,0.292,0.308,0.308,0.280,-2.01%
2020-02-14,0.298,0.298,0.309,0.284,-1.97%
2020-02-13,0.304,0.284,0.306,0.268,-2.56%
2020-02-12,0.312,0.336,0.339,0.298,15.13%
2020-02-11,0.271,0.277,0.283,0.257,3.83%
2020-02-10,0.261,0.284,0.288,0.260,-10.00%
2020-02-07,0.290,0.285,0.297,0.269,-3.33%
2020-02-06,0.300,0.305,0.324,0.299,1.01%
2020-02-05,0.297,0.255,0.303,0.254,7.61%
2020-02-04,0.276,0.255,0.283,0.254,12.20%
2020-02-03,0.246,0.240,0.259,0.232,6.96%
2020-01-31,0.230,0.272,0.276,0.225,-15.75%
2020-01-30,0.273,0.281,0.288,0.265,-9.90%
2020-01-29,0.303,0.302,0.308,0.294,-3.81%
2020-01-28,0.315,0.285,0.320,0.269,9.38%
2020-01-27,0.288,0.310,0.314,0.278,-17.00%
2020-01-24,0.347,0.384,0.385,0.345,-4.14%
2020-01-23,0.362,0.405,0.405,0.360,-12.77%
2020-01-22,0.415,0.436,0.442,0.402,-2.12%
2020-01-21,0.424,0.440,0.457,0.417,-5.99%
2020-01-20,0.451,0.460,0.463,0.440,-3.63%
2020-01-17,0.468,0.462,0.468,0.448,0.00%
2020-01-16,0.468,0.452,0.471,0.440,4.00%
2020-01-15,0.450,0.461,0.466,0.439,-6.44%
2020-01-14,0.481,0.480,0.484,0.456,-0.62%
2020-01-13,0.484,0.449,0.486,0.446,9.26%
2020-01-10,0.443,0.442,0.463,0.432,-2.64%
2020-01-09,0.455,0.449,0.459,0.429,5.08%
2020-01-08,0.433,0.392,0.433,0.392,4.34%
2020-01-07,0.415,0.402,0.417,0.391,2.47%
2020-01-06,0.405,0.377,0.406,0.374,2.53%
2020-01-03,0.395,0.413,0.418,0.369,-14.32%
2020-01-02,0.461,0.483,0.513,0.444,0.44%
2020-01-01,0.459,0.460,0.460,0.457,-2.13%
2019-12-31,0.469,0.474,0.474,0.460,-1.47%
2019-12-30,0.476,0.428,0.478,0.423,13.60%
2019-12-27,0.419,0.415,0.428,0.404,-1.30%
2019-12-26,0.424,0.421,0.424,0.421,-0.70%
2019-12-25,0.428,0.421,0.428,0.421,-0.35%
2019-12-24,0.429,0.429,0.453,0.429,-4.03%
2019-12-23,0.447,0.438,0.449,0.427,-2.83%
2019-12-20,0.460,0.464,0.470,0.442,-1.92%
2019-12-19,0.469,0.451,0.474,0.446,8.56%
2019-12-18,0.432,0.398,0.438,0.389,6.40%
2019-12-17,0.406,0.410,0.422,0.399,-6.24%
2019-12-16,0.433,0.413,0.436,0.408,1.41%
2019-12-13,0.427,0.483,0.484,0.421,-7.58%
2019-12-12,0.462,0.425,0.463,0.400,6.94%
2019-12-11,0.432,0.466,0.467,0.418,-9.05%
2019-12-10,0.475,0.459,0.475,0.453,0.21%
2019-12-09,0.474,0.488,0.493,0.454,-5.77%
2019-12-06,0.503,0.495,0.505,0.479,0.20%
2019-12-05,0.502,0.446,0.502,0.446,9.61%
2019-12-04,0.458,0.412,0.458,0.407,7.26%
2019-12-03,0.427,0.495,0.504,0.415,-14.08%
2019-12-02,0.497,0.468,0.500,0.468,15.31%
2019-11-29,0.431,0.417,0.437,0.401,2.13%
2019-11-28,0.422,0.397,0.422,0.389,3.43%
2019-11-27,0.408,0.388,0.410,0.380,0.74%
2019-11-26,0.405,0.418,0.418,0.386,-3.34%
2019-11-25,0.419,0.416,0.425,0.402,-0.24%
2019-11-22,0.420,0.466,0.466,0.411,-9.68%
2019-11-21,0.465,0.419,0.466,0.419,7.39%
2019-11-20,0.433,0.408,0.433,0.393,-2.26%
2019-11-19,0.443,0.420,0.447,0.407,3.99%
2019-11-18,0.426,0.437,0.444,0.407,-2.63%
2019-11-16,0.438,0.438,0.438,0.438,-4.68%
2019-11-15,0.459,0.465,0.479,0.433,-1.29%
2019-11-14,0.465,0.442,0.468,0.424,-0.21%
2019-11-13,0.466,0.443,0.467,0.418,1.30%
2019-11-12,0.460,0.437,0.463,0.436,5.50%
2019-11-11,0.436,0.388,0.437,0.388,9.00%
2019-11-08,0.400,0.370,0.443,0.360,2.83%
2019-11-07,0.389,0.315,0.389,0.308,24.68%
2019-11-06,0.312,0.336,0.341,0.300,-6.87%
2019-11-05,0.335,0.326,0.335,0.311,4.36%
2019-11-04,0.321,0.295,0.324,0.289,11.07%
2019-11-01,0.289,0.239,0.290,0.236,14.68%
2019-10-31,0.252,0.250,0.252,0.219,-16.00%
2019-10-30,0.300,0.297,0.301,0.274,2.04%
2019-10-29,0.294,0.299,0.308,0.285,-7.26%
2019-10-28,0.317,0.280,0.319,0.278,16.12%
2019-10-25,0.273,0.252,0.273,0.243,7.48%
2019-10-24,0.254,0.244,0.275,0.230,-1.55%
2019-10-23,0.258,0.234,0.265,0.225,-5.15%
2019-10-22,0.272,0.285,0.285,0.252,-9.93%
2019-10-21,0.302,0.258,0.302,0.258,15.71%
2019-10-18,0.261,0.243,0.261,0.239,10.59%
2019-10-17,0.236,0.245,0.297,0.236,-7.45%
2019-10-16,0.255,0.243,0.260,0.220,9.44%
2019-10-15,0.233,0.212,0.234,0.193,4.48%
2019-10-14,0.223,0.201,0.223,0.192,-12.55%
2019-10-12,0.255,0.255,0.255,0.255,-0.78%
2019-10-11,0.257,0.215,0.262,0.186,12.23%
2019-10-10,0.229,0.169,0.229,0.161,39.63%
2019-10-09,0.164,0.131,0.165,0.129,21.48%
2019-10-08,0.135,0.155,0.156,0.123,-11.18%
2019-10-07,0.152,0.130,0.153,0.117,5.56%
2019-10-05,0.144,0.144,0.144,0.144,2.86%
2019-10-04,0.140,0.128,0.146,0.121,-4.76%
2019-10-03,0.147,0.153,0.154,0.126,-17.88%
2019-10-02,0.179,0.164,0.184,0.153,9.15%
2019-10-01,0.164,0.162,0.198,0.155,10.07%
2019-09-30,0.149,0.176,0.176,0.143,-3.25%
2019-09-28,0.154,0.172,0.172,0.154,-3.14%
2019-09-27,0.159,0.142,0.168,0.127,1.92%
2019-09-26,0.156,0.122,0.159,0.117,11.43%
2019-09-25,0.140,0.113,0.140,0.086,15.70%
2019-09-24,0.121,0.153,0.159,0.118,-25.77%
2019-09-23,0.163,0.217,0.220,0.143,-35.32%
2019-09-21,0.252,0.252,0.252,0.252,2.44%
2019-09-20,0.246,0.253,0.253,0.228,-7.87%
2019-09-19,0.267,0.251,0.267,0.239,11.72%
2019-09-18,0.239,0.290,0.293,0.229,-20.86%
2019-09-17,0.302,0.260,0.303,0.252,11.03%
2019-09-16,0.272,0.307,0.315,0.253,-17.07%
2019-09-14,0.328,0.328,0.328,0.328,4.79%
2019-09-13,0.313,0.266,0.313,0.240,36.68%
2019-09-12,0.229,0.249,0.262,0.130,-16.42%
2019-09-11,0.274,0.257,0.290,0.249,2.62%
2019-09-10,0.267,0.227,0.271,0.226,17.11%
2019-09-09,0.228,0.181,0.241,0.181,27.37%
2019-09-07,0.179,0.180,0.180,0.179,-1.10%
2019-09-06,0.181,0.235,0.235,0.174,-29.57%
2019-09-05,0.257,0.167,0.259,0.164,52.07%
2019-09-04,0.169,0.123,0.182,0.117,40.83%
2019-09-03,0.120,0.116,0.128,0.084,-14.89%
2019-09-02,0.141,0.115,0.144,0.111,-6.62%
2019-08-31,0.151,0.151,0.151,0.151,22.76%
2019-08-30,0.123,0.123,0.131,0.109,6.96%
2019-08-29,0.115,0.073,0.116,0.073,59.72%
2019-08-28,0.072,0.091,0.092,0.054,-16.28%
2019-08-27,0.086,0.112,0.117,0.085,-40.28%
2019-08-26,0.144,0.141,0.153,0.135,6.67%
2019-08-24,0.135,0.135,0.135,0.135,-7.53%
2019-08-23,0.146,0.159,0.200,0.140,-0.68%
2019-08-22,0.147,0.088,0.155,0.088,38.68%
2019-08-21,0.106,0.106,0.135,0.086,0.00%
2019-08-20,0.106,0.139,0.140,0.086,-23.74%
2019-08-19,0.139,0.079,0.164,0.078,44.79%
2019-08-16,0.096,0.039,0.103,0.023,118.18%
2019-08-15,0.044,0.139,0.156,0.041,-70.67%
2019-08-14,0.150,0.194,0.200,0.136,-29.58%
2019-08-13,0.213,0.211,0.241,0.207,-10.50%
2019-08-12,0.238,0.247,0.250,0.228,-14.70%
2019-08-10,0.279,0.279,0.279,0.279,2.20%
2019-08-09,0.273,0.261,0.275,0.212,12.35%
2019-08-08,0.243,0.219,0.250,0.184,43.79%
2019-08-07,0.169,0.205,0.205,0.124,-29.88%
2019-08-06,0.241,0.226,0.246,0.220,-6.23%
2019-08-05,0.257,0.211,0.258,0.211,0.39%
2019-08-02,0.256,0.261,0.276,0.230,-12.03%
2019-08-01,0.291,0.316,0.330,0.278,0.69%
2019-07-31,0.289,0.346,0.346,0.285,-19.72%
2019-07-30,0.360,0.359,0.374,0.349,-0.55%
2019-07-29,0.362,0.356,0.372,0.328,-2.95%
2019-07-27,0.373,0.373,0.373,0.373,-3.12%
2019-07-26,0.385,0.336,0.385,0.336,3.49%
2019-07-25,0.372,0.343,0.416,0.256,5.98%
2019-07-24,0.351,0.396,0.396,0.329,-13.55%
2019-07-23,0.406,0.400,0.437,0.382,-0.25%
2019-07-22,0.407,0.394,0.409,0.386,5.17%
2019-07-20,0.387,0.406,0.406,0.387,-2.76%
2019-07-19,0.398,0.399,0.411,0.375,-2.69%
2019-07-18,0.409,0.438,0.441,0.383,-10.89%
2019-07-17,0.459,0.467,0.474,0.430,-6.52%
2019-07-16,0.491,0.513,0.514,0.452,-4.29%
2019-07-15,0.513,0.561,0.561,0.505,-10.94%
2019-07-13,0.576,0.576,0.576,0.576,1.05%
2019-07-12,0.570,0.483,0.578,0.483,18.50%
2019-07-11,0.481,0.437,0.485,0.405,8.33%
2019-07-10,0.444,0.446,0.474,0.431,5.46%
2019-07-09,0.421,0.441,0.459,0.408,-4.32%
2019-07-08,0.440,0.361,0.441,0.358,33.33%
2019-07-07,0.330,0.330,0.330,0.330,0.30%
2019-07-05,0.329,0.251,0.342,0.241,32.13%
2019-07-04,0.249,0.212,0.251,0.211,14.22%
2019-07-03,0.218,0.251,0.253,0.205,-26.10%
2019-07-02,0.295,0.328,0.328,0.293,-12.20%
2019-07-01,0.336,0.403,0.403,0.335,-14.72%
2019-06-29,0.394,0.394,0.394,0.394,-0.25%
2019-06-28,0.395,0.394,0.412,0.389,-0.75%
2019-06-27,0.398,0.400,0.417,0.394,1.02%
2019-06-26,0.394,0.385,0.398,0.378,3.68%
2019-06-25,0.380,0.414,0.414,0.376,-7.54%
2019-06-24,0.411,0.419,0.420,0.404,-7.43%
2019-06-21,0.444,0.396,0.445,0.394,13.85%
2019-06-20,0.390,0.368,0.391,0.361,-4.65%
2019-06-19,0.409,0.402,0.436,0.389,4.34%
2019-06-18,0.392,0.523,0.532,0.375,-25.90%
2019-06-17,0.529,0.500,0.530,0.489,6.01%
2019-06-16,0.499,0.499,0.499,0.499,-0.40%
2019-06-14,0.501,0.525,0.528,0.492,-8.24%
2019-06-13,0.546,0.570,0.571,0.532,-5.21%
2019-06-12,0.576,0.580,0.586,0.566,-0.35%
2019-06-11,0.578,0.590,0.591,0.562,-4.78%
2019-06-10,0.607,0.566,0.621,0.562,10.16%
2019-06-07,0.551,0.602,0.604,0.534,-9.82%
2019-06-06,0.611,0.620,0.638,0.593,-3.63%
2019-06-05,0.634,0.649,0.656,0.631,-5.09%
2019-06-04,0.668,0.696,0.699,0.638,-3.88%
2019-06-03,0.695,0.719,0.719,0.663,-1.97%
2019-06-02,0.709,0.709,0.709,0.709,-0.98%
2019-05-31,0.716,0.764,0.766,0.712,-6.65%
2019-05-30,0.767,0.739,0.772,0.721,4.64%
2019-05-29,0.733,0.785,0.787,0.733,-7.45%
2019-05-28,0.792,0.819,0.819,0.788,-2.22%
2019-05-27,0.810,0.822,0.826,0.803,-2.17%
2019-05-25,0.828,0.828,0.828,0.828,0.12%
2019-05-24,0.827,0.850,0.851,0.824,-3.50%
2019-05-23,0.857,0.866,0.869,0.851,-1.49%
2019-05-22,0.870,0.868,0.881,0.863,-0.80%
2019-05-21,0.877,0.893,0.895,0.861,-1.35%
2019-05-20,0.889,0.883,0.889,0.875,1.95%
2019-05-19,0.872,0.872,0.872,0.872,-1.25%
2019-05-17,0.883,0.902,0.902,0.850,-2.65%
2019-05-16,0.907,0.951,0.951,0.900,-5.72%
2019-05-15,0.962,0.973,0.975,0.952,-1.64%
2019-05-14,0.978,0.999,1.002,0.965,-1.81%
2019-05-13,0.996,0.982,0.997,0.969,1.84%
2019-05-10,0.978,0.984,0.986,0.962,-1.91%
2019-05-09,0.997,0.961,0.997,0.946,4.07%
2019-05-08,0.958,0.970,0.970,0.943,-1.34%
2019-05-07,0.971,0.987,0.987,0.953,-1.32%
2019-05-06,0.984,0.964,0.985,0.962,0.41%
2019-05-05,0.980,0.980,0.980,0.980,-0.81%
2019-05-03,0.988,0.994,1.005,0.975,-1.00%
2019-05-02,0.998,1.015,1.019,0.967,-0.50%
2019-05-01,1.003,1.003,1.003,1.003,-0.50%
2019-04-30,1.008,1.016,1.038,1.003,-1.18%
2019-04-29,1.020,1.026,1.035,1.004,-1.26%
2019-04-27,1.033,1.033,1.033,1.033,0.68%
2019-04-26,1.026,1.085,1.088,1.026,-6.39%
2019-04-25,1.096,1.075,1.104,1.074,1.95%
2019-04-24,1.075,1.109,1.112,1.071,-4.02%
2019-04-23,1.120,1.080,1.123,1.079,5.36%
2019-04-22,1.063,1.063,1.063,1.063,0.19%
2019-04-21,1.061,1.061,1.061,1.061,-0.19%
2019-04-19,1.063,1.063,1.063,1.063,0.00%
2019-04-18,1.063,1.104,1.107,1.052,-4.49%
2019-04-17,1.113,1.094,1.120,1.080,2.49%
2019-04-16,1.086,1.086,1.110,1.078,-0.09%
2019-04-15,1.087,1.046,1.092,1.046,3.23%
2019-04-13,1.053,1.053,1.053,1.053,0.19%
2019-04-12,1.051,1.008,1.056,0.989,4.68%
2019-04-11,1.004,1.054,1.058,0.991,-3.92%
2019-04-10,1.045,1.074,1.075,1.039,-3.51%
2019-04-09,1.083,1.083,1.094,1.076,-0.55%
2019-04-08,1.089,1.100,1.106,1.085,-1.00%
2019-04-07,1.100,1.100,1.100,1.100,-0.99%
2019-04-05,1.111,1.125,1.127,1.097,-0.18%
2019-04-04,1.113,1.139,1.142,1.106,-2.79%
2019-04-03,1.145,1.151,1.163,1.138,2.23%
2019-04-02,1.120,1.141,1.144,1.118,-2.01%
2019-04-01,1.143,1.120,1.154,1.114,2.60%
2019-03-30,1.114,1.114,1.114,1.114,0.81%
2019-03-29,1.105,1.100,1.109,1.078,-0.18%
2019-03-28,1.107,1.068,1.110,1.064,4.53%
2019-03-27,1.059,1.072,1.092,1.039,-4.08%
2019-03-26,1.104,1.115,1.130,1.097,-0.63%
2019-03-25,1.111,1.091,1.115,1.087,2.97%
2019-03-22,1.079,1.110,1.116,1.066,-3.14%
2019-03-21,1.114,1.156,1.156,1.103,-5.35%
2019-03-20,1.177,1.179,1.188,1.165,-0.51%
2019-03-19,1.183,1.160,1.188,1.147,1.28%
2019-03-18,1.168,1.197,1.199,1.154,-2.75%
2019-03-15,1.201,1.192,1.215,1.182,-0.66%
2019-03-14,1.209,1.202,1.211,1.176,0.58%
2019-03-13,1.202,1.188,1.222,1.178,1.43%
2019-03-12,1.185,1.175,1.187,1.168,1.80%
2019-03-11,1.164,1.175,1.200,1.145,9.50%
2019-03-08,1.063,1.057,1.082,1.053,1.24%
2019-03-07,1.050,1.128,1.145,1.046,-6.50%
2019-03-06,1.123,1.141,1.151,1.119,-3.69%
2019-03-05,1.166,1.188,1.191,1.154,-1.19%
2019-03-04,1.180,1.199,1.220,1.173,-2.48%
2019-03-01,1.210,1.181,1.220,1.171,2.46%
2019-02-28,1.181,1.155,1.186,1.154,1.64%
